0.01	-0.008446730428980152
0.02	-0.02860233564816113
0.03	-0.05739288847802683
0.04	-0.09335730240999859
0.05	-0.1355739881263833
0.06	-0.1833905769391035
0.07	-0.2363133354741905
0.08	-0.293951651157502
0.09	-0.3559865221789027
0.1	-0.4221511124013372
0.11	-0.4922179947389522
0.12	-0.5659903804734836
0.13	-0.6432958603820281
0.14	-0.7239818008789859
0.15	-0.807911871149666
0.16	-0.8949633670697966
0.17	-0.9850251111496666
0.18	-1.077995778255411
0.19	-1.173782542182533
0.2	-1.272299968132414
0.21	-1.373469096599138
0.22	-1.477216677832181
0.23	-1.583474527224622
0.24	-1.692178977179304
0.25	-1.803270408534933
0.26	-1.916692846844059
0.27	-2.03239361257027
0.28	-2.150323016282932
0.29	-2.270434091686661
0.3	-2.392682360663167
0.31	-2.517025625576465
0.32	-2.643423784905465
0.33	-2.771838668903213
0.34	-2.902233892709661
0.35	-3.034574724547541
0.36	-3.168827966874295
0.37	-3.304961849124822
0.38	-3.442945930876495
0.39	-3.58275101351509
0.4	-3.72434906003223
0.41	-3.867713121796896
0.42	-4.012817271578341
0.43	-4.159636541728509
0.44	-4.308146869588797
0.45	-4.45832504296711
0.46	-4.610148653282428
0.47	-4.763596052479207
0.48	-4.918646310922707
0.49	-5.075279179807679
0.5	-5.233475055959731
0.51	-5.393214949109457
0.52	-5.554480451421333
0.53	-5.717253709083431
0.54	-5.88151739577673
0.55	-6.047254654950809
0.56	-6.214449241266324
0.57	-6.383085169525961
0.58	-6.553147023580535
0.59	-6.724619772500874
0.6	-6.897488785485258
0.61	-7.071739814884566
0.62	-7.247358980226345
0.63	-7.424332753129687
0.64	-7.602647943073695
0.65	-7.782291683947065
0.66	-7.963251421330561
0.67	-8.1455149004507
0.68	-8.32907015479692
0.69	-8.513905495278222
0.7	-8.700009499983957
0.71	-8.88737100443757
0.72	-9.075979092341692
0.73	-9.265823086769348
0.74	-9.456892527189759
0.75	-9.649177219125685
0.76	-9.842667157476238
0.77	-10.03735251135108
0.78	-10.23322369811577
0.79	-10.43027131440181
0.8	-10.62848614520253
0.81	-10.8278591578454
0.82	-11.02838149624215
0.83	-11.23004447535813
0.84	-11.43283957595017
0.85	-11.63675843950268
0.86	-11.84179286338957
0.87	-12.04793479622571
0.88	-12.25517633341387
0.89	-12.46350971286848
0.9	-12.67292731091028
0.91	-12.88342163832276
0.92	-13.09498533656226
0.93	-13.30761117411427
0.94	-13.52129204298872
0.95	-13.73602095534756
0.96	-13.95179104025836
0.97	-14.16859554056032
0.98	-14.38642780988217
0.99	-14.60528130969566
1.	-14.82514960654538
1.01	-15.0460263693425
1.02	-15.26790536676049
1.03	-15.49078046472057
1.04	-15.71464562396843
1.05	-15.93949489772495
1.06	-16.16532242942135
1.07	-16.39212245899744
1.08	-16.61988927839862
1.09	-16.84861731427448
1.1	-17.07830104126518
1.11	-17.30893502245124
1.12	-17.54051389902634
1.13	-17.77303238850211
1.14	-18.00648528296939
1.15	-18.24086744741381
1.16	-18.47617381808351
1.17	-18.71239940090633
1.18	-18.94953926995792
1.19	-19.18758856597069
1.2	-19.42654249489271
