0.01	-0.01605461280198687	9.38277369334023
0.02	-0.0703276841686375	18.73135527921691
0.03	-0.1556343139731945	28.04450004011323
0.04	-0.2626499622792226	37.32512640177649
0.05	-0.3817353324279168	46.57711709176509
0.06	-0.5033301178347106	55.80473649524252
0.07	-0.6181245730279703	65.01240584060538
0.08	-0.7171487464518819	74.20459154195159
0.09	-0.7918212231914652	83.3857417472204
0.1	-0.8339747632394592	92.56024733735307
0.11	-0.8358675619740372	101.7324168526872
0.12	-0.7901850837336514	110.9064600286071
0.13	-0.6900355228439992	120.0864769798621
0.14	-0.5289408914754094	129.276451258338
0.15	-0.300825100888516	138.4802456558114
0.16	0	147.7016
0.17	0.3788499322359608	156.9441304238656
0.18	0.8406837285414501	166.2113297370593
0.19	1.390120527795597	175.5065686278513
0.2	2.031456335433891	184.8330974923666
0.21	2.768680733686689	194.1940487367027
0.22	3.605493378492237	203.5924394326719
0.23	4.54532015673628	213.0311742334726
0.24	5.591328917041301	222.5130484768172
0.25	6.746444700463369	232.0407514160385
0.26	8.013364425609986	241.6168695331213
0.27	9.394570993454929	251.2438898959623
0.28	10.89234679041499	260.9242035297314
0.29	12.50878657787369	270.6601087780592
0.3	14.24580976444264	280.4538146345388
0.31	16.10517206259219	290.3074440288994
0.32	18.08847653982702	300.223037055419
0.33	20.19718406207481	310.2025541338097
0.34	22.43262318267195	320.24787909479
0.35	24.79599942944661	330.3608221846215
0.36	27.28840407398312	340.5431229845084
0.37	29.91082236366483	350.7964532415397
0.38	32.66414125022815	361.1224196089493
0.39	35.54915663670319	371.522566295352
0.4	38.56658016311279	381.9983776218965
0.41	41.71704555405431	392.5512804878676
0.42	45.00111455003801	403.1826467454316
0.43	48.41928244560074	413.8937954851428
0.44	51.97198325326666	424.6859952309396
0.45	55.65959449892331	435.5604660533782
0.46	59.4824417477223	446.5183815946744
0.47	63.44080272057497	457.5608710114006
0.48	67.534911196651	468.689020839701
0.49	71.76496060805912	479.9038767814023
0.5	76.13110737981462	491.2064454154283
0.51	80.63347403183772	502.5976958366776
0.52	85.27215205232497	514.0785612249085
0.53	90.04720456134091	525.6499403461577
0.54	94.95866877719268	537.3126989892008
0.55	100.0065584428875	549.0676713740577
0.56	105.1908652191574	560.915661293519
0.57	110.5115620738131	572.8574437144989
0.58	115.9686036485458	584.8937656342481
0.59	121.5619286436727	597.0253474010459
0.6	127.2914612129335	609.25288377721
0.61	133.1571123777904	621.5770449880448
0.62	139.1587813467373	633.9984777243731
0.63	145.2963567087845	646.5178061006224
0.64	151.5697175518683	659.1356325704626
0.65	157.9787344834678	671.8525388018767
0.66	164.5232705720521	684.6690865134713
0.67	171.2031822125588	697.5858182737795
0.68	178.0183199220497	710.6032582652293
0.69	184.9685290704703	723.7219130143849
0.7	192.0536505513975	736.9422720900059
0.71	199.2735213979557	750.2648087703958
0.72	206.6279753462276	763.6899806814431
0.73	214.1168433526903	777.218230406737
0.74	221.7399606948388	790.8499860863049
0.75	229.497127231794	804.5856619142608
0.76	237.3882092438611	818.4256587449359
0.77	245.413003181841	832.3703646118233
0.78	253.5713394690652	846.4201551313742
0.79	261.8630410062766	860.5753940359148
0.8	270.2879304774602	874.8364336050297
0.81	278.8458305975453	889.2036150939277
0.82	287.5365643371958	903.6772691436012
0.83	296.3599551257289	918.2577161735508
0.84	305.315827035832	932.945266757928
0.85	314.4040049486511	947.7402219858456
0.86	323.6243147034882	962.6428738065801
0.87	332.9765832318004	977.6535053603649
0.88	342.460638678914	992.7723912954316
0.89	352.0763105029444	1007.999798071935
0.9	361.8234295863261	1023.335984253335
0.91	371.7018283041676	1038.781200785855
0.92	381.7113406063098	1054.335691266499
0.93	391.8518020816158	1069.999692200188
0.94	402.123050013931	1085.773433246488
0.95	412.5249234318079	1101.657137456395
0.96	423.0572631499663	1117.651021499633
0.97	433.7199118054222	1133.755295882888
0.98	444.5127138860731	1149.970165159366
0.99	455.4355157559597	1166.295828130081
1.	466.488165673637	1182.732478037217
1.01	477.670513807129	1199.280302749937
1.02	488.982412244707	1215.939484942947
1.03	500.42371500174	1232.710202268147
1.04	511.994278022222	1249.592627519658
1.05	523.6939591831756	1266.586928792533
1.06	535.52261828798	1283.693269635383
1.07	547.4801114773098	1300.911809197274
1.08	559.5663191522367	1318.242702368962
1.09	571.7810901025321	1335.686099918918
1.1	584.1242973582788	1353.242148624232
1.11	596.5958102449474	1370.910991396634
1.12	609.1954999553762	1388.692767403867
1.13	621.9232395349824	1406.587612186585
1.14	634.7789038622878	1424.595657770955
1.15	647.7623696365031	1442.717032777213
1.16	660.8735153461738	1460.951862524107
1.17	674.1122212675052	1479.300269129865
1.18	687.4783694301385	1497.762371609276
1.19	700.9718435975219	1516.338285967421
